platform,press,keyword,comment
news,SBS,이재명,ㅉㅉ...후보검증해야 제2의윤가 막는다며 거니와붙어먹고. 성접대받고 풀려나고. 아직도 명태균과 연락하고.팸에빠져 정책은없고 젓가락같은 얘기나하고....양쪽눈은 끝부부분이 내려앉아 간신상이고...문제없는후보가 없겠냐만은... 특히 얘는 좀더 철저한검증이 필요한 하버드생인건 확실하다.
news,SBS,이재명,준석이는 본인 성상납 건이나 해명하라. 지저분한 놈
news,SBS,이재명,성집대 의혹부터 밝히고 여성인권 어쩌구 저쩌구. 이바구 날려라.
news,SBS,이재명,왜 사람들이 널 욕하는지 아직도 이해 못하냐 뭐가 잘났다고 자꾸 개소리여
news,SBS,이재명,"하버드 출신이라며? 하버드에선 토론을 그딴식으로 하더냐??너는 좀 다를 줄 알았다. 근데 기성 세대보다 더 하네...진짜 실망이다..2차 TV토론 전까지는 사실 인제 세대교체 해야되나.하고 살짝 기대했었는데..너는 기회를 날렸다. 다른 사람들 약점 찾아서 떠들 시간에 조금 더 공부하고 참신하고, 겸손한 모습 보였다면 내 표는 너한테 갔을텐데...너때문에 투표하기 싫어졌다..."
news,SBS,이재명,"‘공적 검증’이라는 명분으로, 왜 늘 여성, 청년, 가족, 사회적 소수자만 도마 위에 오릅니까? 공적 책임을 말하기 전에, 당신의 언어가 어떤 구조를 강화하고 있는지 성찰해야 할것이다. 정치인의 말은 단순한 발언이 아니라 사회적 기호이다. 그 기호가 혐오로 읽히는 순간, 이미 책임에서 자유롭지 않다. “질문엔 혐오가 없다”는 말은, 칼을 들고 “난 찌를 의도가 없었다”고 말하는 것과 다르지 않거든."
news,SBS,이재명,준석아...참 안타깝다..정책 얘기는 없고 시종일관 이재명 죽이기만 한 국집과 서결이와 뭐가 다르지? 넌 정치하지마라..더럽다..
news,SBS,이재명,ㅋㅋㅋ 요도세자 지지자들 오열하겠네
news,SBS,이재명,"도련님, 제발 청와대는 찢지 말아 주세요"
news,SBS,이재명,이준석을 40대윤석렬이라고 하는데..윤석렬도 생방송 토론에서 젓가락발언은 차마 못할듯
news,SBS,이재명,아직도 정신 못차렸구나 ㅎㅎ
news,SBS,이재명,넌 이제 정치생명 마지막이라 생각해라. 새로운 정치가 이런거였구만...혐오 정치인 이준석.
news,SBS,이재명,"가세연이 지 성상납 말했을 땐 사실무근이라고 발끈하더니, 이번엔 가세연발 짜라시를 철썩같이 믿네? 쓰면 뱉고 달면 삼키는 짓거리 보니 윤석렬 쥬니어구나."
news,SBS,이재명,"밥상 머리에서 엄마.아버지에게, 말해봐라, 그리고 답변 올려라,"
news,SBS,이재명,바보야. 공약 토론하는데 그런 질뮨을 하는 거 자체가 문제라고
news,SBS,이재명,본인의혹은 이것보다 중한데 이것으로 덮으려는 건가?
news,SBS,이재명,"새롭고 신선하다고 주장하는 준스톤이 현재 정치인 라인업중 가장 구태스럽고 가장 저질스러움, 저 나이에 저 미천한 경력에 저렇게 천박하기도 힘들듯"
news,SBS,이재명,잘했다 민주당은 숨겼을거고 국힘은 검증능력도 없는데 국민에게 알권리 중요!
news,SBS,이재명,온집안이 범죄자 집단이네~!! 아무리 내란종식을 한다고 해도 범죄자 집단에게 나라를 맡길 수는 없다~!!
news,SBS,이재명,본인 성상납이나 해명좀하시지
news,SBS,이재명,준석이넘 좀 치워죠 저 화상은 꼴보기싫다
news,SBS,이재명,며칠전이던가? 후보자부인 검증은 왜그런 반응 보였어? 흥쾌히 수락 혜어야지 이자는 어린것이 버릇도 없고 언행불일치는 예삿일이고 어떻게 저런게 대선후보지? 나라가 망하려느 원...
news,기타,이재명,아버지는 찢겠다고하고 아들은 젓가락으로 어떻게 하시겠다는 사람을 내가 대통령으로 뽑아야하나?
news,기타,이재명,역대 최고의 대통령으로 남으시길
news,기타,이재명,"이재명은 법을 파괴해야 살 수 있는 범죄자다 !!! 민주당과 자신이 살기 위해 대통령되려고 한다 !!! 대법원에서 부정선거 유죄 판결 받은 자다 !!! 카톡검열, 민주파출소, 국회증언법, 간첩 확대법 반대, 마약 방지법 반대, 한국이 기축통화국 사기발언, 무안공항 참사, 대법원 판사 100명, 대북송금, 다 ~~~~ 나쁜 짓, 국민 부담 개발사업 거북선 대장동 다 합니다 !!! 본투표로 청렴영생 부폐즉사 의 신념으로 살아온 후보 2번 김문수 찍자 !!! 더 이상 이재명에게 속지 말자 !!!"
news,기타,이재명,제2의 노무현 대통령이 되주세요. 제발 국민 잘사는나라 만들어 주세요...
news,기타,이재명,재명이 대통령 되면 여자들 성상납 들어가고 좋은데 늘긋네 ㅎㅎ 아니 거시기를 찟는다고 하질 안나 아들내미는 여자걸그룹한테 먹고싶다 하니 여자걸그룹이 기호2번 옷 입었어. 성삽납 하기 싫어서 ㅋㅋ 이참에 여자 걸그룹들이 기호2번 입고 현란하게 댄스추고문수대통 당선시켜주었으면 한다 ㅋㅋ
news,기타,이재명,시르다 쓰방
news,기타,이재명,지아들 하나 제대로 간수 못하는게 잘도 하겠다. 수신제가 치국평천하 모름?
news,기타,이재명,( 요즘 초등학생이 하는 말 ) 김문수가 대통령되면 한국이 잘살고 !!! ~~~이재명이 대통령되면 민주당이 잘산다 !!!
