keyword,comment,nouns_adjs
김문수,의원님 열심히 해 주셔서 감사합니다,"['의원', '감사']"
김문수,대통령 가자,['대통령']
김문수,여기2번에꼭찍어요김문수대통령입니다,"['번', '김문수', '대통령']"
김문수,필승을 기원합니다,"['필승', '기원']"
김문수,집안 대대로 사기치는 집안 사기 중2때 여자 집단강간 살인의 인간말종 범죄자 이죄명 이런 말종이 대통령 아는게 없어 말만하면 거짓말과 북한을 노골적으로 선전하는 이죄명과 범죄자 집단 민주당 자식들과 후세를 위하여 이런 인간말종들좀 제발 뽑지 맙시다 사전투표 절대하지 말고 2번에는 2번,"['집안', '사기', '집안', '사기', '중', '때', '여자', '집단', '강간', '살인', '인간', '말', '종', '범죄자', '죄명', '말', '종이', '대통령', '것', '없', '말', '거짓말', '북한', '노골', '선전', '죄명', '범죄자', '집단', '민주당', '자식', '후세', '인간', '말', '종', '사전', '투표', '절대', '번', '번']"
김문수,그래 잘어울린다 덤앤더머,['덤 앤 더머']
김문수,내란수괴가 더 거악 아닌가,"['내란', '수괴', '거악']"
김문수,형은 그만좀 돌아다니고 쉬세요 진짜로 보기 안쓰러워요,['형']
김문수,어떡하냐 철수야,['철수']
김문수,본인이 했던 것과 똑같은 방식의 단일화를 요구한다 그러면 안철수도 진짜 양심 없는 거다,"['본인', '것', '똑같', '방식', '단일', '요구', '안철수', '양심', '없', '거']"
김문수,이준석 후보님 한표가 아쉬운건 알겠는데 그래도 상대를 봐가면서 하시지 먼가 쫒겨서 아무나 안고 그러시면 아니될 듯 합니다,"['이준석', '후보', '표', '거', '상대', '쫒겨서', '듯']"
김문수,덤 앤 더머,['덤 앤 더머']
김문수,더이상 안보면 안되겠니,['이상']
김문수,둘 다 꼴보기 싫어,"['꼴', '싫']"
김문수,지랄,['지랄']
김문수,거악은 내란 국짐이고,"['거악', '내란', '국', '짐']"
김문수,에휴 단일화 자체 생각하는게 쪽팔려,"['단일', '자체', '생각', '것']"
김문수,이명박아바타 철수 철수아바타 준석,"['이명박', '아바타', '철수', '철수', '아바타', '준', '석']"
김문수,진짜 아픈거 같아,"['아프', '거', '같']"
김문수,관심없지만 준표는 어쩌나 철수는 어쩌나,"['관심', '없', '표', '철수']"
김문수,한동훈 한테 한 표 던집니다 한동훈 파이팅,"['한동훈', '표', '한동훈']"
김문수,민주당의 공작에 말려든 국힘 한심스럽다 출전선수를 재대로 뽑아야 빅메치가 가능하지 이건 일방적으로 끝난경기다,"['민주당', '공작', '국', '힘', '출전', '선수', '빅메치', '가능', '일방', '경기']"
김문수,미치겠지말입니다 깜이된다고 생각합니까,"['말', '생각']"
김문수,똥과 설사,"['똥', '설사']"
김문수,권영세 잘가라,['권영세']
김문수,쪽팔리다 진짜로,[]
김문수,집에 가서 쌍권총 차고 손주하고 놀아라,"['집', '쌍권총', '손주']"
김문수,권성동이는 머하고 자빠졌나,['권성동']
김문수,권성동 같이 데리고 나가라,['권성동']
김문수,성동이도 손잡고 같이나가자,['성동']
김문수,빨리 꺼져라 두번다시 보기싫다,"['번', '싫']"
김문수,또 한명 권씨도 데리고 나가라,"['명', '권', '씨']"
김문수,니동생도 데리고가라,['동생']
김문수,권성동이도 손잡고 꺼지라,['권성동']
김문수,비대위원장사퇴 위원장 재지정시 비대위 기간6개월 연장 다음 비대위원장 내각제라는 썰이 있습니다 안심하면 안됩니다,"['비대위원장', '사퇴', '위원장', '지정', '시', '비대위', '기간', '개월', '연장', '다음', '비대위원장', '내각', '썰', '안심']"
김문수,쌍권 중 일권의 비대위원장 사퇴로 끝내려하네,"['쌍', '중', '권', '비대위원장', '사퇴']"
김문수,선동은 왜 안기어 나가는거죠 처맞고 질질끌려나가기 전에 사퇴하는게 보기좋을껀데,"['선동', '거', '처', '전', '사퇴', '것', '좋', '꺼']"
김문수,이미 뒤집어 진거에요 조작이 20 이상 앞설겁니다,"['거', '조작', '이상', '거']"
김문수,뒤집어 집니다,[]
김문수,마포김문수득표율99프로가봅시다,"['마포', '김', '문', '수', '득표', '프로']"
김문수,정정당당 김문수 멸문지화 이재명,"['김문수', '멸문지화', '이재명']"
김문수,선관위가 이미 민주당 54 로 맞춰 놓았다는 말이 돌고 있습니다 사전투표 절대 하지 맙시다,"['선관위', '민주당', '말', '사전', '투표']"
김문수,이런 말 저런 말 휘둘리지 말고 6 3선거 승리만 기억합시다 김문수가 윤어게인 Make Korea Great Again,"['말', '말', '3', '선거', '승리', '기억', '김문수', '윤', '어게인']"
김문수,욕본다 장가는언제갔드노 화이팅이다,"['장가', '화이팅']"
김문수,추카추카 이쁜 커플 행복하세요,"['추카추카', '이쁘', '커플', '행복']"
김문수,결혼추카해요,"['결혼', '추', '카']"
김문수,영서형 소식을 몰랐네 결혼 축하해,"['영서', '소식', '결혼', '축하']"
김문수,결혼축하드려요,"['결혼', '축하']"
김문수,새언니 대단하시당 마지막 사진 매우 뿌듯하군요 다시한번 결혼축하해,"['새언니', '대단하', '마지막', '사진', '뿌듯하', '번', '결혼', '축하']"
김문수,멋짐,['멋지']
김문수,영서야 늦었지만 결혼 추카해,"['영서', '늦', '결혼', '추카해']"
김문수,행님 멋있습니당,"['행', '멋있']"
김문수,빵서 햄 결혼 축하해,"['빵', '서', '결혼', '축하']"
김문수,오우 빵서 결혼 축하해,"['빵', '결혼', '축하']"
김문수,자유민주주의 수호 문수대통,"['자유', '민주주의', '수호', '문수', '대통']"
김문수,홧팅,['홧팅']
김문수,문수 형 보수지 믿는다,"['문수', '형', '보수']"
김문수,미소천사 김상희 의원님 화이팅입니다,"['미소', '천사', '김상희', '의원', '화이팅']"
김문수,레드가 답이다 역시 컬러는 레드 2,"['레드', '답', '컬러', '레드']"
김문수,화이팅입니다 의원님,['의원']
김문수,응원합니다,['응원']
김문수,얼굴이 홀쭉합니다 나날이 많은 걸음을 하시네요 빨강색옷 돋보입니다 수고가 많아요 함께 응원합니다,"['얼굴', '많', '걸음', '빨강', '색', '옷', '수고', '많', '응원']"
김문수,의원님 덕분에 에너지 담아 갑니다,"['의원', '덕분', '에너지']"
김문수,기호 2번 김문수,"['기호', '번', '김문수']"
김문수,어제 신호대기중 봤습니다,"['어제', '신호', '대기', '중']"
김문수,넘 외롭게 다니네요 주위에 사람이 그렇게 없나요,"['주위', '사람', '없']"
김문수,이게 단식할 일이냐,"['단식', '일']"
김문수,며칠이나 헐거냐,"['며칠', '거']"
김문수,권선똥ᆢ 다이어트나 해라ᆢ,"['권선', '똥', 'ᆢ', '다이어트', '해라ᆢ']"
김문수,성동아 니가 밥 몇끼 안 먹는다고 문수행님이 후보를 내놓을것같나 니나 윤거니 목숨이나 걸면 모를까,"['성동', '밥', '끼', '문', '수행', '후보', '것', '같', '니나', '윤', '목숨']"
김문수,굶어디져라,['굶어디져']
김문수,개빡치는단식,"['개빡', '단식']"
김문수,단식 끈기 있게 하세요,"['식', '끈기', '있']"
김문수,허허허,[]
김문수,단일화하면 이길것 같아서 에라이,"['단일', '것', '같']"
김문수,대헌민국 붕괴 되기전에 댜한민국을 살립시다 이재명를 규속 시킵시다,"['대헌', '민국', '붕괴', '전', '댜한', '민국', '이재명를', '규속']"
김문수,한번더해주세요 저 못했어요,['번']
김문수,이영돈tv검색,"['이영돈', '검색']"
김문수,끝까지 포기 하면 안됩니다 정신줄을 개인들 사리탐욕에만 국민들은 속이 까맣게 타들어가는데요,"['끝', '포기', '정신', '줄', '개인', '리', '탐욕', '국민', '속']"
김문수,게임이 왜 안 된다고 생각허는가 권 씨야 부정선거 셋팅값이 부족할까 봐 김 후보님이 세서,"['게임', '생각', '권', '씨', '부정', '선거', '셋팅', '값', '부족', '김', '후보', '세']"
김문수,정신빠진 국힘,"['정신', '국', '힘']"
김문수,선동 영세 자꾸 까불면 뒤진다,"['선동', '영세']"
김문수,쌍권아 단식이나 해라 포에버 김문수후보 화이팅,"['쌍', '단식', '포에버', '김문수', '후보']"
김문수,와우 홍준표 시장님 반갑습니다 백척간두의 보수를 지켜주십시요 홍후보님도 아직 끝나지않았습니다 슨상님도 정계은퇴발표후 큰꿈을 이루었습니다 우리홍카 응원합니다,"['와우', '홍준표', '시장', '척', '두', '보수', '홍', '후보', '슨상', '정계', '은퇴', '발표', '후', '크', '꿈', '우리홍카', '응원']"
김문수,손잡지말고 포옹하면 어떨까,['포옹']
김문수,개콘이 또 위험하다,"['개콘', '위험']"
김문수,골때리는 자들,"['골', '자']"
김문수,선과 악의 대결이며 자유와 독재의싸움 기필코 정의가 이겨야 합니다 악을철저히 괴멸시켜야 합니다 정정당당 김문수만세,"['선', '악', '대결', '자유', '독재', '싸움', '정의', '악', '괴멸', '김문수', '만세']"
김문수,매일 감동만 주셔서 저는 2번 찍는 거로 보답합니다 반드시 대한민국 자유민주주의 선한 세력들이 승리합니다 김문수 대통령 후보님을 따르라 선조들이 시대에 주는 명령이다,"['감동', '번', '거', '보답', '대한민국', '자유', '민주주의', '선', '세력', '승리', '김문수', '대통령', '후보', '선조', '시대', '명령']"
김문수,수고하시고 멋지십니다 김문수 후보님 파이팅입니다,"['수고', '멋지', '김문수', '후보', '파이팅']"
김문수,이런사람이 대통령되야하능거 아니냐구요 문수대통 김문수 대통령 가즈아아아악,"['사람', '대통령', '거', '문수', '대통', '김문수', '대통령', '가즈아아아악']"
김문수,감동의 김문수 유일한 김문수 후보님,"['감동', '김문수', '유일한', '김문수', '후보']"
김문수,김문수 화이팅 우리 후보님 식사 잘 챙기세요 체제전쟁 우리가 이깁니다 프리 대한민국,"['김문수', '후보', '식사', '체제', '전쟁', '프리', '대한민국']"
김문수,김문수,['김문수']
김문수,김문수 대통령님 응원합니다 화이팅하세요 대한민국을 지켜주세요,"['김문수', '대통령', '응원', '대한민국']"
김문수,리얼문수나라를너무사랑하는 문수,"['리얼', '문', '나라', '사랑', '문', '수']"
김문수,평생을 약자와 동행해오신 김문수 후보님 존경합니다,"['평생', '약자', '동행', '김문수', '후보', '존경']"
김문수,2번만이 답,"['번', '답']"
김문수,땀흘려 돈을 벌어 봤어야 올바른 경제관을 이해햐지,"['땀', '돈', '올바르', '경제관', '이해햐지']"
김문수,큰일이다 반드시 김문수가 승리한다,"['큰일', '김문수', '승리']"
김문수,김문수 후보 더벤티 하삼동 컴포즈 이디야 등 점주 표 확보,"['김문수', '후보', '더벤티', '하삼동', '컴포즈', '이디야', '등', '점주', '표', '확보']"
김문수,커피한잔 8천에서 만원이면 어떤세상에서 살고있는거냐 아아가1500원정도 아님,"['커피', '한잔', '원', '세상', '거', '아', '아', '원', '정도']"
김문수,이재명 아몰랑 경제 묻지마 나눔경제 시이,"['이재명', '경제', '나눔', '경제', '시이']"
김문수,뇌가없어,"['뇌', '없']"
김문수,늘 애써주셔서 감사합니다,['감사']
김문수,많은 활약부탁드립니다,"['많', '활약', '부탁']"
김문수,김문수 후보님을 적극적으로 지지 합니다 거제 오피니언 리더 전형기 올림,"['김문수', '후보', '적극', '지지', '거제', '오피니언', '리더', '전', '형기', '올림']"
김문수,경기도민이라 오래전부터 김문수 일 잘해서 지켜보던 사람인데 최근 들어 정말 몰랐던 내용들 진짜 파도 파도 미담 뿐이라 놀라울 따름입니다,"['경기', '도민', '전', '김문수', '사람', '최근', '내용', '파도', '파도', '미담', '뿐', '따름']"
김문수,역시 최고,['최고']
김문수,이준석 같은놈이 어디 함부로 노무현대통령님을 입에 올려 나 자식,"['이준석', '같', '놈', '노무현', '대통령', '입', '자식']"
김문수,낱낱히 다 밝혀주시니 감사합니다 당권장악 하셔서 휩쓸리시지 마세요 화이팅입니다 이참에 쌍권들 나가게 해주심 더 좋지요,"['낱낱', '감사', '당', '장악', '화이팅', '참', '쌍', '좋']"
김문수,김문수 후보 화이팅 쌍권 사람도 아니다 윤통 탄핵도 다 저들이한거다,"['김문수', '후보', '화이팅', '쌍', '사람', '윤', '통', '탄핵', '거']"
김문수,김문수 화이팅 쌍권 out,"['김문수', '화이팅', '쌍']"
김문수,화이팅 강한 모습 보여줘야합니다 내가제는 국민의 귄리를 몰수하는 행위입니다 절대 타협하지 마세요 김문수 파이팅,"['강하', '모습', '내가제', '국민', '귄리', '몰수', '행위', '타협', '김문수']"
김문수,응원하겠습니다 끝까지 싸워주세요 내각제는 절대 안됩니다 정상 절차를 거쳐 합당한 단일화만이 살길입니다,"['응원', '끝', '내각', '정상', '절차', '단일', '살길']"
김문수,후보님의 입장도 충분히 이해하지만 지금 한 총리님과 단일화를 하지 않으면 필패할 겁니다 부디 보수의 생존을 위해 노력해주십시오,"['후보', '입장', '이해', '총리', '단일', '필패', '거', '보수', '생존', '노력']"
김문수,단일화 하겠다고 표 끌어모아서 당선 된 사람이 당과 국민을 배신하고 단일화에서 도망갔네요 당내 경선도 위장 취업해서 한 겁니까,"['단일', '표', '당선', '사람', '당', '국민', '배신', '단일', '당내', '경선', '위장', '취업', '거']"
김문수,페이커 사진이나 내려 헛소리하지말고 초상권도 모르는게 정치는,"['페이커', '사진', '소리', '초상권', '것', '정치']"
김문수,김문수 후보님 윤어게인 70 국민이 지지합니다 쌍권은 사퇴하라 이준석과 합치면 안됩니다 노선을 분명히 윤어게인하시면 국민이 함께 합니다,"['김문수', '후보', '윤', '어게인', '국민', '지지', '쌍', '사퇴', '이준석', '노선', '윤', '어게인', '국민']"
김문수,역대 보수대통령을 모두 배신하고 새로운 대선후보까지 능멸하는 쌍권을 척결해야 합니다,"['역대', '보수', '대통령', '배신', '대선', '후보', '능멸', '쌍', '척결']"
김문수,몇일전 문덕 언급하면서 누구와도 단일화하겠다 한덕수총리도 예외아니다고 한덕수총리와의 단일화 24차례 언급하며 득표수 끌어모아 경선이기더니 이제와서 반지의제왕마냥 절대권력이 한층 눈앞에 다가오니 정신못차리고 단일화 안하려고 꼼수부립니까 저기 찢죄명은 9일 5야당과 단일화 하겠답니다 한덕수총리보고 왜 늦게나왓나고햇죠 장난칩니까 대통령 부재에 끝까지 고심끝에 자신이 나선것이고 결심하게만든것도 김문수후보의 한덕수총리와의 단일화도 한몫하지않았습니까 그래서 결심하고 온사람보고 12일에 얘기합시다 11일에 대선후보 등록일입니다 장난칩니까 그리고 그냥 달라는게 아니고 국민들의 뜻을 물어보고 정하자는데 국힘 경선도 이긴분이 쪼리십니까 그대의 한줌 권력욕에 전과8범 찢죄명이 당선되게 만들겁니까 단일화 안하고 설치다 대선참패하면 한낱권력욕에 나라말아먹게한 비루한 인간으로 낙인찍히고십습니까 어줍잖은 변명과 추한모습 그만보이고 정덩당당하게 단일화하세요 후보님 한덕수총리와의 단일화 언급에 경선 밀어준 수천만 국민들 등신만들지마세요 지금 그대 옹호하는 버러지들 전광훈패거리와 그대가 당선되길 원하는 민주당버러지들입니다 속지말고 마지막 대한민국의 기회 날리지마세요,"['일', '전', '문', '덕', '언급', '단일', '한덕수', '총리', '예외', '한덕수', '총리', '단일', '차례', '언급', '득표수', '경선', '반지의제왕', '권력', '눈', '앞', '정신', '단일', '꼼수', '죄명', '일', '야당', '단일', '한덕수', '총리', '늦', '대통령', '부재', '끝', '고심', '끝', '자신', '것', '결심', '것', '김문수', '후보', '한덕수', '총리', '단일', '한몫', '결심', '사람', '일', '얘기', '일', '대선', '후보', '등록', '일', '것', '국민', '뜻', '국', '힘', '경선', '분', '쪼리', '대', '줌', '권력욕', '전과', '범', '죄명', '당선', '거', '단일', '설치', '대선', '참패', '권력욕', '나라', '인간', '낙인', '어줍잖', '변명', '추하', '모습', '정덩', '단일', '후보', '한덕수', '총리', '단일', '언급', '경선', '국민', '등신', '옹호', '버러지', '전광훈', '패거리', '대', '당선', '원', '민주당', '버러지', '마지막', '대한민국', '기회']"
김문수,당신이 혼자서 대통령 될 것이라 생각하는건가 대선 토론과 당선 이후의 모습은 다른 사람으로 보이네,"['혼자', '대통령', '것', '생각', '거', '대선', '토론', '당선', '이후', '모습', '사람']"
김문수,맞습니다 김문수 화이팅,['김문수']
김문수,쌍권이가 보수를 말아먹는구나,"['쌍', '보수']"
김문수,후보분들이 너무 귀여운데요,"['후보', '분']"
김문수,김문수 김문수 김문수,"['김문수', '김문수', '김문수']"
김문수,문수햄,"['문수', '햄']"
이준석,머니투데이 뉴스브리핑 세계 정치 경제 뉴스스타그램 세상이야기 읽을거리 틈틈이 출근길 퇴근길 일상 한줄뉴스 심심할때 지하철 이준석 대중교통 개혁신당,"['머니투데이', '뉴스', '브리핑', '세계', '정치', '경제', '뉴스', '스타', '그램', '세상', '이야기', '읽을거리', '출근길', '퇴근길', '일상', '줄', '뉴스', '때', '지하철', '이준석', '대중교통', '개혁', '신당']"
이준석,쇼질 그만하고 재판이나 잘 받아라,"['쇼', '재판']"
이준석,사람 냄새가 아니라 술 냄새아냐,"['사람', '냄새', '술', '냄새']"
이준석,짠하긴 하네여 쓱을부부 호화롭게 벵기타고 해외다니는거만 보다가,"['짠하', '부부', '호화', '벵기', '해외', '거']"
이준석,옆에 사람 피해주고잇네요 불편하겟다 옆사람,"['옆', '사람', '불편', '옆', '사람']"
이준석,쫙벌극혐,"['벌', '극']"
이준석,대통령되고나서 매주 시장도 방문하고 집무실 광화문 이전하겠다고 서민냄새 풍긴다는걸 입으로만 떠벌리는거 보다 한번의 실천이 더 낫지않나 쇼라도 한번 해본사람과 입으로만 떠들어재끼는건 다르지 대학가면 별거없다지만 현업에서 대졸자와 고졸의 능력치는 다르듯이,"['대통령', '시장', '방문', '집무실', '광화문', '이전', '서민', '냄새', '거', '입', '거', '번', '실천', '쇼', '번', '사람', '입', '거', '다르', '대학', '별거', '없', '현업', '대졸자', '고졸', '능력', '다르']"
이준석,정치감각은 타고남 쇼잉이라도 저렇게 길게 하면 대단한 인내심 인정,"['정치', '감각', '쇼잉', '길', '인내심', '인정']"
이준석,mg_jo_ 코인봐야되서 폰은 꼭 쥐고있나본디,"['코인봐야되서', '폰', '본디']"
이준석,잠을 저렇게 쳐자면 민폐지,"['잠', '민', '폐지']"
이준석,대한민국을 슬라이스 쳐서 야금야금 해 처먹는 첫단계 였나,"['대한민국', '슬라이스', '단계']"
이준석,극정농단사건 맞네 이제 어떻게할래,"['극', '정', '농단', '사건']"
이준석,갈수록 관전잼이로구만유,"['관전', '잼']"
이준석,자 물들어온다 노 젓자,"['물', '노']"
이준석,진짜 똥파리가 나타났네요,['똥파리']
이준석,아주 가지 가지 가지밭이네요 빨리 빨리 터트리고 깜빵가자,"['가지', '가지', '가지', '밭', '깜빵가자']"
이준석,어떨결에 윤짜장 대통령 된거네,"['결', '윤', '짜장', '대통령', '거']"
이준석,이것 완저 삼국지네,"['완저', '삼국지']"
이준석,명태균 이분만밝혀내면 게임터질듯,"['명태', '균', '분', '게임', '듯']"
이준석,수조물처마신게 윤석열이 보라고한 쇼가 맞구나,"['수조', '물', '처마', '것', '윤석열', '쇼']"
이준석,대박,[]
이준석,준천지가 모르쇠 한 이유가 있겠지 그렇지 하람아,"['천지', '모르쇠', '이유', '하람']"
이준석,명태균 대단한 사람이네요,"['명태', '균', '사람']"
이준석,이럴줄 알았다 이준석이 세대포위론이 명태균이 작품이었네 그래 니깟게 많이 배웠지만 경험이 적어 지혜는 없어보이더라 윤석열이나 이준석이나 같은 놈들이었네,"['줄', '이준석', '세대', '포위', '명태', '균', '작품', '니깟게', '경험', '적', '지혜', '없', '윤석열', '이준석', '같', '놈']"
이준석,애가 기겁을 하는데 애 없는 박근혜 윤석열 겪었는데 이준석을 제정신이면 그건 아니지,"['애', '기겁', '애', '없', '박근혜', '윤석열', '이준석', '정신']"
이준석,에휴 준슥아 애가 싫다잖아,"['준슥아', '애', '싫']"
이준석,아 진짜 혐오 스럽다,['혐오']
이준석,애가 싫다잖냐 교베르만아,"['애', '싫다잖냐', '교베르만아']"
이준석,좋어요가 늦게 눌리네요,"['좋', '늦']"
이준석,애가 너 개장수 싫다잖아 학씨,"['애', '개', '장수', '싫', '학씨']"
이준석,형 이번대선만 참으면 안될까요 재명이는 진짜 아니잖아요,"['형', '이번', '대선', '재명이']"
이준석,이준석후보 꼭 승리하십시오,"['이준석', '후보', '승리']"
이준석,Let s go 도약의시대로 대한민국 최고의 젊은정치인 이준석 세대교체 40대기수론 대한민국 미래를 향해wind of change 이준석후보 화이팅,"['도약', '시대', '대한민국', '최고', '젊', '정치인', '이준석', '세대교체', '대', '기수', '대한민국', '미래', '이준석', '후보']"
이준석,양두구육 시끄러임마,['시끄러임마']
이준석,시끄러임므,['시끄러임므']
이준석,이준석의원님 단일화해서 이재명이 대통령이 되는걸막아주십시오 이준석의원님이랑 국힘후보랑 보수가 두명이 나오면 이재명이 대통령 되는거 100프로 막을수 없습니다 장담합니다 이재명이 대통령이 되는걸 막는게 국가가 살길입니다 이재명이 대통령 되면 나라 망합니다 대한민국은 위기이며 이의원님께서 한번만 후보단일화하며 양보하시면 이의원님께서는 고려의 양규장군이나 조선의 이순신 장군처럼 국가를 살린 영웅이 될것이며 청사 역사 에 길이 빛날것입니다 이의원님께서 국힘때문에 억울하고 비통한 심정은 알겠지만 국가를 위해 한번만 양보하십시오 간곡히 부탁드립니다,"['이준석', '의원', '단일', '이재명', '대통령', '거', '이준석', '의원', '국', '힘', '후보', '보수', '명', '이재명', '대통령', '거', '프로', '수', '없', '장담', '이재명', '대통령', '거', '것', '국가', '살길', '이재명', '대통령', '나라', '대한민국', '위기', '이', '의원', '번', '후보', '단일', '양보', '이', '의원', '고려', '양규', '장군', '조선', '이순신', '장군', '국가', '영웅', '것', '청사', '역사', '길', '것', '의원', '국', '힘', '때문', '비통', '심정', '국가', '번', '양보', '부탁']"
이준석,가산점 재밌네요 개 키울 때 먹이주는 것 같구요 사람 살리면 인명구조 가산점 기부하면 기부가산점 어디까지 나라가 추락해야 됩니까,"['가산점', '재밌', '개', '때', '먹이', '것', '같', '사람', '인명', '구조', '가산점', '기부', '기부', '가산점', '나라', '추락']"
이준석,여성대표가 절대 필요한 시기,"['여성', '대표', '필요', '시기']"
이준석,하 참담하다,['참담']
이준석,군대나가,['군대']
이준석,시대가 언제인데 아직도 과거의 영광에만 집착하느뇨 그리 좋으면 소련으로 가라 일그러진 사상을 받아주고 실현 비슷하게 한 곳은 그곳뿐이다,"['시대', '과거', '영광', '집착', '좋', '소련', '사상', '실현', '곳']"
이준석,대선 후보 그 누구도 여성인권에 대해서 내건 공약이 없다니 참담합니다,"['대선', '후보', '여성', '인권', '공약', '없', '참담']"
이준석,청년이면 청년이고 국민이면 국민이지 여성 남성 성구분할 필요있습니까 성벌 갈라치기하지 마십쇼,"['청년', '청년', '국민', '국민', '여성', '남성', '성', '구분', '필요', '있', '성', '벌']"
이준석,삼류 좌파 언론사 오마이 한걸레에 맞먹는 경향 뉴스레터,"['삼류', '좌파', '언론사', '오마', '걸레', '경향', '뉴스레터']"
이준석,정연님의 나다움 을 응원합니다,"['정연', '응원']"
이준석,가보려햇는데 정치인이가서 포기,"['정치인', '포기']"
이준석,파이팅,[]
이준석,넘 좋아요 즐 오후되세요,"['좋', '즐', '오후']"
이준석,응원합니다,['응원']
이준석,나다움 하면 정연이지 히 썰 풀구 와 히,"['나다', '움', '정연', '썰']"
이준석,와 뭔 출연진들이 모시기 힘든 분들만 회원뉨 이거 티켓팅 얼마에요 준석 의원 나올때 꼭 보고 싶어요,"['출연진', '힘들', '분', '회원', '티켓팅', '얼마', '준석', '의원', '때']"
이준석,오 이준석 선수복귀하는구나,"['이준석', '선수', '복귀']"
이준석,이준석선수 화이팅,"['이준석', '선수']"
이준석,너무 기다렸어요,[]
이준석,이대광선수,"['이대광', '선수']"
이준석,컴백,['컴백']
이준석,너무 기다렸습니다,[]
이준석,웅치치 화이팅,"['웅', '치치']"
이준석,기다렸어요,[]
이준석,오오,[]
이준석,이대광 선수 파이팅,"['이대광', '선수']"
이준석,우리 골잡이들,"['우리', '골잡이']"
이준석,준석선수,['선수']
이준석,안철수 의원님 진짜 진국이시네,"['안철수', '의원', '진국']"
이준석,역시 대인배 안철수입니다 단일화의 가교역할을 해주십사 부탁드립니다 누구로 단일화하든 대한민국을 지킬 수 있도록 해주세요,"['대인', '배', '안철수', '단일', '가교', '역할', '부탁', '단일', '대한민국', '수', '있']"
이준석,진짜 안철수가 유일한 희망이다,"['안철수', '유일', '희망']"
이준석,진짜 안철수는 대인배다 존경합니다 이런 사람이 있을까 싶을 정도,"['안철수', '대인', '배', '존경', '사람', '있', '정도']"
이준석,두분 다 멋진,"['분', '멋지']"
이준석,잘 하셨습니다,[]
이준석,훈훈,[]
이준석,이준석 위주로의 단일화도 대비해주시기 바랍니다 김문수후보님 입장에서 명예롭게 금전적 손해 없이 사퇴하실 수 있도록요,"['이준석', '위주', '단일', '대비', '김문수', '후보', '입장', '명예', '금전', '손해', '사퇴', '수', '있']"
이준석,안철수 이준석 두분이 함께이면 너무 좋은 그림이죠 이준석도 당대표로 윤석열위해 그리 애쓰고도 팽당했는데 다시 들어가고싶진 않겠죠 안의원님 힘내세요 건강챙기시길,"['안철수', '이준석', '분', '좋', '그림', '이준석', '당', '대표', '윤석열', '안', '의원', '건강']"
이준석,안철수 의원님 자유대한민국 위해 애써 주셔서 감사합니다,"['안철수', '의원', '자유', '대한민국', '감사']"
이준석,이 그림을 드디어 보네요,['그림']
이준석,큰 뜻의 합치 꼭,"['크', '뜻', '합치']"
이준석,안철수 는 대인배 였음 그동안 사람들이 몰랐을 뿐,"['안철수', '대인', '배', '그동안', '사람', '뿐']"
이준석,티비에 이준석이랑 안철수님이 학생들이랑 같이 학식 드시는거 봤어요 두분 학생들하고 잘어울리세요 두분다 젊은 옷차림 이준석이 이재명 막게 단일화했음 좋겠네요 안철수님은 공동정부약속파기상처 이준석은 당대표 쫓겨난 상처 잘치유되는 대선과정이었음 좋겠어요 안철수님은 행동파시다 가천대도 가시고 이준석이 티비토론에서 이재명비판 잘했는데,"['티비', '이준석', '안철수', '학생', '학식', '거', '분', '학생', '분', '젊', '옷차림', '이준석', '이재명', '단일', '좋', '안철수', '공동', '정부', '약속', '파기', '상처', '이준석', '당', '대표', '상처', '치유', '대선', '과정', '좋', '안철수', '행동', '가천대', '이준석', '티비', '토론', '이재명', '비판']"
이준석,대구가 제일 만만한가,['대구']
이준석,이재명만큼 보기 싫음,"['이재명', '싫']"
이준석,역시 너네들은 대구가그냥 만만하군아,"['대구', '만만하']"
이준석,못이기는 선택인데 단일화 제안시 캐스팅보드 역할로 밀당할 미래가 보이네,"['선택', '단일', '제안', '시', '캐스팅', '보드', '역할', '밀', '미래']"
이준석,학씨,"['학', '씨']"
이준석,이라고 해주고싶네,[]
이준석,아오 진짜 빡치네 저거 대구가 쉬워보여 동대구에 모인 사람들 못봤어 준석이 너는 찌그러져있어라 좀,"['대구', '동', '대구', '사람', '준석']"
이준석,첫월급이 천만원 넘음 저지랄하는 이유가 다 잇음 에휴,"['월급', '원', '지랄', '이유']"
이준석,세살버릇 여든까지 간다고 공짜술과 공짜떡 좋아하던놈 오래두면 리짜이밍 된다 정치말고 유튜브해라,"['살', '버릇', '공짜', '술', '공짜', '떡', '놈', '리짜이밍', '정치', '유튜브']"
이준석,헐 이런 미친 대구가 그리 만만하냐,['대구']
이준석,박쥐,['박쥐']
이준석,준섹이 또 분탕치러 나왔네,['준섹']
이준석,대구에 태어나서 지금까지 쭉 사는 사람으로써 몰라가 창피한 일은 맞지만 창피함을 무릅쓰고 한번만 물어볼게요 사람들이 대구가 만만하냐 그러는데 대구의 위상이 언제 어떻게 해서 높았는가요 비하하기 위함이 아니라 진짜 몰라서 여쭛습니다,"['대구', '지금', '사람', '창피', '일', '창피', '번', '사람', '대구', '만만하', '대구', '위상', '높', '비하', '여쭛']"
이준석,안이랬으면 좋겠다,"['안', '좋']"
이준석,한동훈이나 홍준표 있어야지 재밌었는데 아쉽,"['한동훈', '홍준표', '재밌']"
